GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Air Fuel Ratio(Measured)(:1),Ambient air temp(°C),Average trip speed(whilst moving only)(km/h),Drivers demand engine % torque(%),Engine kW (At the wheels)(kW),Engine Load(%),Engine Load(Absolute)(%),Engine RPM(rpm),Evap System Vapour Pressure(Pa),Fuel flow rate/hour(gal/hr),Fuel flow rate/minute(gal/min),Fuel pressure(psi),Fuel Rate (direct from ECU)(L/m),Fuel trim bank 1 sensor 1(%),Fuel Trim Bank 1 Short Term(%),GPS Accuracy(m),GPS Latitude(°),GPS Longitude(°),GPS vs OBD Speed difference(km/h),Horsepower (At the wheels)(hp),Intake Manifold Pressure(psi),Kilometers Per Litre(Instant)(kpl),Litres Per 100 Kilometer(Long Term Average)(l/100km),Mass Air Flow Rate(g/s),Speed (GPS)(km/h),Speed (OBD)(km/h),Throttle Position(Manifold)(%),Timing Advance(°),Torque(Nm),Trip time(whilst moving)(s),Trip time(whilst stationary)(s),Turbo Boost & Vacuum Gauge(psi),Volumetric Efficiency (Calculated)(%)
Fri Feb 09 15:33:37 EST 2018,09-Feb-2018 15:33:37.279,-80.54165775,43.47969647,14.04,3.216,306.5435791015625,334.7,0.57862854,9.29055786,1.92857361,0.01279,46.27450943,-0.01428684,33.33333206,17.64705849,-,9,28.85517311,-,4.85208845,61.17647171,107.84313965,1745.75,-346.5,2.34580898,0.03909682,49.60290527,-,-5.46875,3.90625,3.21600008,43.47969818,-80.54165649,0.45600128,6.50675774,16.24422646,4.68847513,20.84932709,29.18000031,50.54399872,51,38.82352829,13,26.54047585,118.84400177,34.8730011,2.17556572,55
Fri Feb 09 15:33:38 EST 2018,09-Feb-2018 15:33:38.279,-80.54172964,43.47980964,14.0,3.216,306.9578857421875,335.2,0.13090515,8.81710815,2.39724731,0.0299342,31.76470566,-0.00237093,20,9.8039217,-,9,29,-,4.85208845,10.58823586,12.15686321,1465.25,-131.25,0.20740873,0.00345681,47.86245346,-,-0.78125,-0.78125,3.21600008,43.47980881,-80.54173279,0.39999771,6.50675774,5.94654703,54.08755875,20.8420639,2.57999992,50.39999771,50,21.96078491,34.5,26.54047585,119.89099884,34.8730011,-8.12211418,46
Fri Feb 09 15:33:39 EST 2018,09-Feb-2018 15:33:39.279,-80.54179886,43.4799221,13.54,3.216,307.30059814453125,335.5,0.90962219,6.73355103,1.81245422,-0.01043558,29.01960754,-0.22390297,26.66666794,13.33333397,-,9,29.13605499,-,4.85208845,21.56862831,17.25490189,1457.25,-183.5,0.40356272,0.00672605,43.07621002,-,-4.6875,-3.90625,3.21600008,43.47992325,-80.54180145,1.39999771,6.50675774,5.22135878,27.25292969,20.8420639,5.01999998,48.74399948,49,29.41176605,35.5,26.54047585,120.90599823,34.8730011,-8.84730148,47
Fri Feb 09 15:33:40 EST 2018,09-Feb-2018 15:33:40.278,-80.54186788,43.48003144,13.17,3.216,307.54864501953125,335.7,0.2739563,10.75401306,1.35635376,0.03485684,50.19607925,-0.00225164,85.09803772,42.74509811,-,9,29.38255119,-,-,63.13725662,79.60784149,2307,-207,2.06283259,0.03438054,45.68688583,-,2.34375,2.34375,3.21600008,43.48003006,-80.54187012,0.41199875,-,13.92362309,5.11836767,20.52287102,25.65999985,47.41199875,47,41.96078491,35.5,-,121.90299988,34.8730011,-0.14503765,58
Fri Feb 09 15:33:41 EST 2018,09-Feb-2018 15:33:41.279,-80.54193587,43.48014036,13.26,3.216,307.7591552734375,335.4,-0.87347412,9.1217804,2.94491577,0.01629712,83.52941132,0.00951335,61.56863022,27.84313774,-,9,29.53333282,-,-,5.49019623,163.92156982,4725.5,-84,4.47858143,0.07464302,60.91585159,-,0,0.78125,3.21600008,43.48014069,-80.54193878,4.26399994,-,20.4503212,2.30840278,20.56031036,55.70999908,47.73600006,52,38.82352829,36,-,122.85399628,34.8730011,6.38166046,67
Fri Feb 09 15:33:42 EST 2018,09-Feb-2018 15:33:42.278,-80.54200439,43.4802487,13.37,3.216,308.0345458984375,335.6,0.68338013,8.99906921,2.79109192,0.00204456,37.64706039,-0.00649544,29.41176605,14.11764717,-,9,29.6556282,-,3.52361178,12.54901981,18.03921509,4208,-66.5,0.88108516,0.01468475,52.64870071,-,-4.6875,-1.5625,3.21600008,43.4802475,-80.54200745,0.26399994,4.72524118,7.10684919,12.98194313,20.56031036,10.96000004,48.13199997,48,38.4313736,39.5,7.9960289,123.8710022,34.8730011,-6.96181154,56
Fri Feb 09 15:33:43 EST 2018,09-Feb-2018 15:33:43.278,-80.54206894,43.48035312,13.25,3.216,308.3836669921875,335.8,0.67498779,9.7215271,2.22067261,0.02783681,33.72549057,0.01736153,27.84313774,14.11764717,-,9,29.77631569,-,3.52361178,14.11764717,20.7843132,3001.75,-427.75,0.72191101,0.01203185,41.77087021,-,-3.125,-3.125,3.21600008,43.48035431,-80.54206848,0.13199997,4.72524118,6.23662281,14.62553692,20.41898727,8.97999954,47.69999695,48,34.11764908,44.5,7.9960289,124.92199707,34.8730011,-7.83203793,49
Fri Feb 09 15:33:44 EST 2018,09-Feb-2018 15:33:44.278,-80.54213075,43.48046165,13.02,3.216,308.72589111328125,337.3,1.1831665,9.17324829,2.6444397,0.00561721,37.25490189,0.01883152,29.01960754,14.50980377,-,9,29.88888931,-,3.52361178,17.64705849,27.84313774,2719.25,-422,0.84651703,0.01410862,43.07621002,-,-1.5625,-1.5625,3.21600008,43.48046112,-80.54212952,0.69999695,4.72524118,7.97707558,12.47268009,20.3110218,10.52999973,46.87200165,47,37.64706039,40.5,7.9960289,125.84500122,34.8730011,-6.09158516,45
Fri Feb 09 15:33:45 EST 2018,09-Feb-2018 15:33:45.278,-80.54218239,43.48057118,12.84,3.216,308.98626708984375,340.9,1.71826172,8.90689087,1.89146423,0.08569579,37.25490189,0.12604603,29.01960754,14.50980377,-,9,30.09677505,-,-,18.03921509,30.19607925,2312.25,-468.75,0.80069417,0.0133449,43.51132202,-,0.78125,0,3.21600008,43.48057175,-80.54218292,0.22399902,-,8.55722618,12.63704109,20.20675087,9.96000004,46.22399902,46,37.64706039,19.5,-,126.91000366,34.8730011,-5.51143456,41
Fri Feb 09 15:33:46 EST 2018,09-Feb-2018 15:33:46.279,-80.54222258,43.48068256,12.64,3.216,309.29962158203125,344.9,0.86831665,8.37716675,1.12173462,-0.0043188,38.4313736,0.03109028,29.80392265,14.90196133,-,9,30.19230843,-,-,30.19607925,35.68627548,1876.5,-491.75,0.8207919,0.01367987,42.64109421,-,-6.25,-1.5625,3.21600008,43.48068237,-80.54222107,0.50400162,-,10.44271755,12.32761288,20.10444069,10.21000004,45.50400162,45,38.82352829,-4.5,-,127.92199707,34.8730011,-3.62594318,39
Fri Feb 09 15:33:47 EST 2018,09-Feb-2018 15:33:47.279,-80.54224851,43.48079398,12.58,3.216,309.49017333984375,349.8,1.00898743,9.57067871,2.61630249,0.02512332,38.4313736,-0.00298174,29.80392265,14.90196133,-,9,30.28662491,-,-,46.66666794,50.58823395,1413.75,-475,0.88108516,0.01468475,48.29756546,-,-6.25,-7.8125,3.21600008,43.480793,-80.54225159,0.50400162,-,12.18317032,11.23437405,20.10444069,10.96000004,45.2879982,45,40.7843132,17,-,128.65600586,34.8730011,-1.88549042,38
Fri Feb 09 15:33:48 EST 2018,09-Feb-2018 15:33:48.278,-80.54226057,43.48091019,12.74,3.216,309.5286865234375,355.1,2.92553711,7.04000854,4.70346069,-0.06208044,38.4313736,0.04195538,29.80392265,14.90196133,-,9,30.28662491,-,-,46.66666794,50.58823395,1413.75,-475,0.88108516,0.01468475,48.29756546,-,-3.90625,-7.8125,3.21600008,43.48091125,-80.54225922,0.50400162,-,12.18317032,11.23437405,20.10444069,10.96000004,45.86399841,45,40.7843132,17,-,129.58900452,34.8730011,-1.88549042,38
Fri Feb 09 15:33:49 EST 2018,09-Feb-2018 15:33:49.279,-80.54226356,43.48102563,12.67,3.216,309.746337890625,358.5,1.4225769,8.99247742,2.43196106,0.01191295,40.7843132,-0.01573097,30.19607925,14.90196133,-,9,30.37974739,-,-,32.54901886,38.82352829,1341.75,-258.5,0.51852185,0.00864203,49.60290527,-,-0.78125,-1.5625,3.21600008,43.4810257,-80.54226685,0.61199951,-,10.87783051,19.0897274,19.91222954,6.44999981,45.61199951,45,33.72549057,25.5,-,130.88499451,34.8730011,-3.19083023,37
Fri Feb 09 15:33:50 EST 2018,09-Feb-2018 15:33:50.278,-80.54225662,43.48113491,12.65,3.216,309.99615478515625,2.4,1.27713013,9.36418152,2.80305481,0.01563694,33.72549057,0.01375145,28.23529434,14.11764717,-,9,30.47169876,-,-,34.90196228,41.17647171,1323.5,-297.5,0.59248155,0.00987469,49.60290527,-,-0.78125,3.90625,3.21600008,43.48113632,-80.54225922,0.5399971,-,10.87783051,16.70674896,19.75640297,7.36999989,45.5399971,45,33.72549057,25.5,-,131.83900452,34.8730011,-3.19083023,38
Fri Feb 09 15:33:51 EST 2018,09-Feb-2018 15:33:51.278,-80.54224086,43.48124723,12.49,3.216,310.2489013671875,5.9,1.45669556,8.83686829,2.00279236,0.01452802,36.47058868,-0.0772072,29.41176605,14.50980377,-,9,30.5625,-,-,35.29411697,52.15686417,1320,-337.75,0.59891278,0.00998188,49.60290527,-,1.5625,1.5625,3.21600008,43.48124695,-80.54224396,0.5399971,-,11.16790581,16.52734756,19.75640297,7.44999981,44.96399689,45,35.29411697,25.5,-,132.85899353,34.8730011,-2.90075493,38
Fri Feb 09 15:33:52 EST 2018,09-Feb-2018 15:33:52.279,-80.54221231,43.48135617,12.39,3.216,310.3026123046875,12.2,1.41360474,9.06491089,2.40142822,0.01763437,41.5686264,-0.10155992,30.58823586,15.29411793,-,9,30.72839546,-,-,52.15686417,60.7843132,1391.25,-328.25,0.91645712,0.01527429,48.73268127,-,-1.5625,-5.46875,3.21600008,43.48135757,-80.54221344,0.60400009,-,13.63354778,10.56075001,19.5843029,11.39999962,44.60400009,44,42.35294342,14,-,133.85099792,34.8730011,-0.43511295,42
Fri Feb 09 15:33:53 EST 2018,09-Feb-2018 15:33:53.278,-80.54216669,43.48146469,12.56,3.216,310.3868408203125,17.6,0.87609863,9.49227905,2.68814087,0.00378176,43.52941132,-0.04095829,32.54901886,16.47058868,-,9,30.81595039,-,3.91744494,71.76470947,81.5686264,1478,-123.75,1.43015563,0.02383593,49.60290527,-,3.90625,3.125,3.21600008,43.48146439,-80.54216766,0.39599991,5.2533803,14.93888664,6.76742744,19.5843029,17.79000092,45.2159996,45,47.05882263,9.5,25.3099041,134.84700012,34.8730011,0.87022591,48
Fri Feb 09 15:33:54 EST 2018,09-Feb-2018 15:33:54.283,-80.54211604,43.48156821,12.77,3.216,310.80548095703125,20.8,1.00360107,9.79335022,1.8381958,0.03482762,42.35294342,0.060963,32.54901886,16.07843208,-,9,31,-,3.81905246,61.17647171,78.03921509,1377.5,-41.5,1.1672771,0.01945462,49.60290527,-,-2.34375,3.90625,3.21600008,43.48156738,-80.54211426,0.02799988,5.12143373,14.21369839,8.6683836,19.49896812,14.52000046,45.97200012,46,42.35294342,11,26.47439575,135.84599304,34.8730011,0.14503765,52
Fri Feb 09 15:33:55 EST 2018,09-Feb-2018 15:33:55.279,-80.54205574,43.48167543,13.03,3.216,310.5703125,22.2,0.92518616,8.86798096,3.3812561,0.02009703,41.5686264,-0.0274975,31.76470566,15.68627453,-,9,31.09036064,-,3.81905246,61.56863022,74.11764526,1389.75,-5,1.10376823,0.01839614,50.03802109,-,2.34375,2.34375,3.21600008,43.48167419,-80.54205322,0.02799988,5.12143373,13.48850918,9.16714764,19.49896812,13.72999954,46.90799713,46,41.96078491,13.5,26.47439575,136.91999817,34.8730011,-0.58015156,53
Fri Feb 09 15:33:56 EST 2018,09-Feb-2018 15:33:56.279,-80.54199278,43.48179073,13.15,3.216,310.4913330078125,22.6,0.36195374,7.58589172,3.70567322,-0.00142732,41.5686264,0.10974807,31.76470566,16.07843208,-,9,31.27976227,-,4.19010687,73.33333588,74.11764526,1450,-0.75,1.37548971,0.02292483,48.73268127,-,2.34375,0.78125,3.21600008,43.48179245,-80.54199219,0.33999634,5.61902618,14.79384899,7.51613808,19.42026138,17.11000061,47.33999634,47,41.96078491,10,28.66168594,137.85600281,34.8730011,0.72518826,57
Fri Feb 09 15:33:57 EST 2018,09-Feb-2018 15:33:57.279,-80.5419306,43.48189933,13.34,3.216,310.4150390625,23.0,0.26977539,9.05891418,2.65701294,0.02232148,42.35294342,0.01933947,32.15686417,16.07843208,-,9,31.37869835,-,4.07051325,65.09803772,76.86274719,1405.5,1.75,1.18174744,0.01969579,50.03802109,-,2.34375,0.78125,3.21600008,43.48189926,-80.54193115,0.66000366,5.4586482,14.21369839,8.74837589,19.42026138,14.69999981,48.02399826,48,42.74509811,12.5,27.65542412,138.85600281,34.8730011,0.14503765,57
Fri Feb 09 15:33:58 EST 2018,09-Feb-2018 15:33:58.279,-80.54186571,43.48200806,13.57,3.216,310.650390625,23.4,1.83258057,10.32125854,1.53053284,0.05270594,42.35294342,0.05426218,32.15686417,16.07843208,-,9,31.57894707,-,4.19562864,53.33333588,72.54901886,1444.25,2.5,1.14959109,0.01915985,48.73268127,-,-2.34375,2.34375,3.21600008,43.48200989,-80.54186249,0.14800262,5.62643099,13.77858543,9.18442726,19.37639999,14.30000019,48.85199738,49,38.4313736,17,27.74065399,139.89599609,34.8730011,-0.2900753,57
Fri Feb 09 15:33:59 EST 2018,09-Feb-2018 15:33:59.282,-80.54179802,43.48212025,13.63,3.216,310.84765625,23.5,0.67019653,9.24806213,2.94911194,0.01711151,36.07843018,-0.00886032,29.41176605,14.90196133,-,9,31.680233,-,4.19562864,36.07843018,45.09803772,1433,-96,0.70020545,0.01167009,50.03802109,-,-4.6875,-3.125,3.21600008,43.48212051,-80.54180145,0.14800262,5.62643099,12.47324562,15.39305496,19.25650406,8.71000004,49.06800079,49,36.47058868,22.5,27.74065399,140.897995,34.8730011,-1.59541512,49
Fri Feb 09 15:34:00 EST 2018,09-Feb-2018 15:34:00.278,-80.54173043,43.48222984,13.54,3.216,311.313232421875,24.0,1.52073669,8.66627502,2.71685791,0.02373569,38.82352829,-0.07338925,29.41176605,14.90196133,-,9,31.87356377,-,4.19562864,39.60784531,49.01960754,1452.75,-252.25,0.75889081,0.01264818,49.60290527,-,3.90625,3.125,3.21600008,43.48223114,-80.54173279,0.74399948,5.62643099,12.61828327,14.20270348,19.14722633,9.43999958,48.74399948,48,39.2156868,24.5,27.74065399,141.92100525,34.8730011,-1.45037746,47
Fri Feb 09 15:34:01 EST 2018,09-Feb-2018 15:34:01.278,-80.54166031,43.48234406,13.43,3.216,311.7852783203125,24.0,-0.30783081,10.09620667,3.09634399,-0.03775378,29.41176605,-0.20699209,22.74509811,10.1960783,-,9,31.9657135,-,4.19562864,36.47058868,18.8235302,1465.75,-358.75,0.26046678,0.00434111,48.29756546,-,2.34375,2.34375,3.21600008,43.48234558,-80.54166412,0.74399948,5.62643099,7.97707558,40.53620911,19.14095116,3.24000001,48.34799957,48,33.72549057,26.5,27.74065399,142.91499329,34.8730011,-6.09158516,39
Fri Feb 09 15:34:02 EST 2018,09-Feb-2018 15:34:02.278,-80.54159531,43.48245046,13.11,3.216,312.1138916015625,24.2,0.51278687,9.34622192,3.20588684,0.00517207,20,-0.01861508,19.6078434,9.8039217,-,9,32.14124298,-,-,10.1960783,13.72549057,1382,-352.75,0.20178136,0.00336302,43.07621002,-,-1.5625,-0.78125,3.21600008,43.48244858,-80.54159546,0.19599915,-,4.35113192,52.32562637,19.14095116,2.50999999,47.19599915,47,20.3921566,32,-,143.92500305,34.8730011,-9.7175293,37
Fri Feb 09 15:34:03 EST 2018,09-Feb-2018 15:34:03.278,-80.54152826,43.48255954,12.86,3.216,312.442626953125,24.3,0.51278687,9.28816223,2.92396545,0.01580668,32.15686417,-0.05269912,19.6078434,9.8039217,-,9,32.21910095,-,-,16.86274529,63.13725662,1562.25,-199.25,1.10055256,0.01834254,43.94643402,-,3.125,3.125,3.21600008,43.4825592,-80.54152679,1.19599915,-,12.47324562,9.19393253,19.13469696,13.68999958,46.29599762,46,29.80392265,32.5,-,144.88800049,34.8730011,-1.59541512,43
Fri Feb 09 15:34:04 EST 2018,09-Feb-2018 15:34:04.279,-80.5414593,43.48266786,12.77,3.216,312.2938232421875,23.9,-0.20248413,9.938797,1.71788025,0.06128114,49.80392075,0.06496294,19.6078434,9.8039217,-,9,32.3722229,-,-,74.50980377,83.52941132,1487.75,-149.5,1.43819463,0.02396991,50.47313309,-,5.46875,7.03125,3.21600008,43.48266602,-80.54145813,0.02799988,-,14.64881134,7.03549099,19.11314011,17.88999939,45.97200012,46,49.80392075,10.5,-,145.83999634,34.8730011,0.5801506,48
Fri Feb 09 15:34:05 EST 2018,09-Feb-2018 15:34:05.282,-80.54139704,43.48277175,13.04,3.216,312.5667724609375,23.5,-1.23020935,10.3793335,1.06187439,0.00552757,53.33333588,0.06104552,19.6078434,9.8039217,-,9,32.45303726,-,3.04498458,67.05882263,96.47058868,1435,-60.5,1.51135039,0.02518917,48.29756546,-,7.8125,5.46875,3.21600008,43.48277283,-80.54139709,0.05599976,4.08339167,16.24422646,6.69494343,19.09580231,18.79999924,46.94400024,47,42.35294342,8,20.26260376,146.92900085,34.8730011,2.17556572,51
Fri Feb 09 15:34:06 EST 2018,09-Feb-2018 15:34:06.279,-80.54133263,43.48287885,13.31,3.216,312.86517333984375,23.6,0.42419434,8.81051636,3.05982971,0.00527054,41.17647171,-0.00320154,19.6078434,9.8039217,-,9,32.53845978,-,3.04498458,57.25490189,71.76470947,1404,-16,1.08688617,0.01811477,48.73268127,-,3.125,3.90625,3.21600008,43.48287964,-80.54133606,1.05599976,4.08339167,13.77858543,9.51191711,19.04548264,13.52000046,47.91600037,48,41.17647171,12,20.26260376,147.89500427,34.8730011,-0.2900753,52
Fri Feb 09 15:34:07 EST 2018,09-Feb-2018 15:34:07.282,-80.54126622,43.48299019,13.43,3.216,312.9473876953125,23.5,0.35116577,8.97991943,2.72105408,0.02196786,41.17647171,-0.01460451,19.6078434,9.8039217,-,9,32.62295151,-,3.11504841,55.29411697,68.23529053,1427.25,-5.75,1.03543591,0.01725726,49.60290527,-,3.125,-3.125,3.21600008,43.48299026,-80.5412674,0.08399963,4.17734861,13.48850918,10.19699669,18.98777771,12.88000011,48.34799957,48,41.17647171,13,20.84139442,148.88400269,34.8730011,-0.58015156,52
Fri Feb 09 15:34:08 EST 2018,09-Feb-2018 15:34:08.279,-80.54119888,43.48310041,13.57,3.216,313.0552978515625,23.4,0.80427551,9.50065613,2.98980713,-0.01847883,41.5686264,-0.04864614,19.6078434,9.8039217,-,9,32.71195602,-,3.11504841,52.15686417,64.31372833,1450.5,-14.75,1.02900457,0.01715008,50.03802109,-,-0.78125,-0.78125,3.21600008,43.48310089,-80.54119873,0.65200043,4.17734861,13.63354778,10.47449303,18.86663628,12.80000019,48.85199738,49,41.17647171,14,20.84139442,149.92300415,34.8730011,-0.43511295,52
Fri Feb 09 15:34:09 EST 2018,09-Feb-2018 15:34:09.279,-80.54113108,43.48321366,13.72,3.216,313.3201904296875,23.6,0.45472717,9.43061829,2.08061218,0.01462416,40.39215851,0.0218524,19.6078434,9.8039217,-,9,32.88709641,-,3.76566815,46.27450943,63.92156982,1455.75,-60.5,0.97675043,0.01627917,50.03802109,-,1.5625,0.78125,3.21600008,43.48321533,-80.54113007,0.39199829,5.04984426,13.63354778,11.0348568,18.80164337,12.14999962,49.39199829,49,40.39215851,16.5,24.79055977,150.91700745,34.8730011,-0.43511295,51
Fri Feb 09 15:34:10 EST 2018,09-Feb-2018 15:34:10.279,-80.54106154,43.48332605,13.75,3.216,313.45965576171875,23.8,0.5151825,8.69320679,2.77133179,0.01931039,40.39215851,0.01296232,19.6078434,9.8039217,-,9,32.97326279,-,3.76566815,43.92156982,55.68627548,1447.75,-99,0.86661476,0.01444358,50.03802109,-,3.125,0.78125,3.21600008,43.48332596,-80.5410614,0.39199829,5.04984426,13.19843388,12.43724632,18.80164337,10.77999973,49.5,49,39.2156868,19,24.79055977,151.92300415,34.8730011,-0.87022686,49
Fri Feb 09 15:34:11 EST 2018,09-Feb-2018 15:34:11.278,-80.54099272,43.48343743,13.79,3.216,313.469970703125,24.0,1.27055359,8.99966431,3.76133728,0.00822221,33.72549057,0.00472834,19.6078434,9.8039217,-,9,33.05850983,-,3.76566815,38.4313736,49.80392075,1493.75,-219.75,0.78622383,0.01310373,50.03802109,-,0.78125,7.8125,3.21600008,43.48343658,-80.54099274,0.5,5.04984426,12.90835857,13.70894814,18.70765495,9.77999973,49.64399719,49,38.03921509,23.5,24.79055977,152.91499329,34.8730011,-1.16030216,47
Fri Feb 09 15:34:12 EST 2018,09-Feb-2018 15:34:12.279,-80.54092011,43.48355595,13.66,3.216,313.5550537109375,24.0,0.94673157,9.68919373,2.35774231,0.02907263,22.74509811,0.06842085,19.6078434,9.8039217,-,9,33.22105408,-,-,11.76470566,15.29411793,1405.75,-326,0.22670256,0.00377838,43.51132202,-,7.03125,5.46875,3.21600008,43.48355484,-80.54091644,1.17599869,-,4.6412077,47.54380035,18.70171738,2.81999993,49.17599869,48,23.52941132,35,-,153.90400696,34.8730011,-9.42745304,38
Fri Feb 09 15:34:13 EST 2018,09-Feb-2018 15:34:13.279,-80.54085666,43.48366077,12.41,3.216,313.766845703125,23.7,0.98443604,9.33724976,2.77911377,0.01306272,20,0.01728853,19.6078434,9.8039217,-,9,33.27748871,-,-,10.98039246,12.94117641,1297.25,-193.5,0.1889188,0.00314865,43.51132202,-,-1.5625,0,3.21600008,43.48366165,-80.54085541,5.17599869,-,4.35113192,55.88822174,18.70171738,2.3499999,44.67599869,44,20.3921566,19,-,154.90800476,34.8730011,-9.7175293,36
Fri Feb 09 15:34:14 EST 2018,09-Feb-2018 15:34:14.281,-80.5407947,43.48376048,11.59,3.216,313.9852294921875,24.3,1.13825989,8.39453125,2.91917419,-0.01118228,20.7843132,-0.08683102,19.6078434,9.8039217,-,9,33.35751343,-,-,10.58823586,13.72549057,1562.5,-149.5,0.23072211,0.00384537,43.51132202,-,5.46875,7.8125,3.21600008,43.48376083,-80.54079437,1.72399902,-,4.06105661,40.0418663,18.69580269,2.86999989,41.72399902,40,21.17647171,-2.5,-,155.92100525,34.8730011,-10.0076046,37
Fri Feb 09 15:34:15 EST 2018,09-Feb-2018 15:34:15.278,-80.54073338,43.48384776,10.91,3.216,313.940185546875,28.5,2.11450195,9.23548889,2.90361023,0.03491831,22.74509811,-0.03857078,19.6078434,9.8039217,-,9,33.38659668,-,-,10.58823586,14.50980377,1665,-123.5,0.26448631,0.00440811,42.64109421,-,0,0,3.21600008,43.48384857,-80.54073334,2.72399902,-,3.91601896,33.26679993,18.39295006,3.28999996,39.27599716,39,23.13725471,-7,-,156.92100525,34.8730011,-10.1526413,38
Fri Feb 09 15:34:16 EST 2018,09-Feb-2018 15:34:16.278,-80.54066253,43.48392657,10.58,3.216,313.4674072265625,34.4,1.65901184,9.10800171,2.82939148,0.02748767,22.35294151,0.01143578,19.6078434,9.8039217,-,9,33.42856979,-,-,11.37254906,14.50980377,1573,-62.5,0.25403553,0.00423393,44.38154602,-,0,0,3.21600008,43.48392487,-80.54066467,1.08799744,-,4.06105661,32.90359879,18.10531044,3.16000009,38.08799744,37,22.74509811,-7.5,-,157.90800476,34.8730011,-10.0076046,38
Fri Feb 09 15:34:17 EST 2018,09-Feb-2018 15:34:17.278,-80.54057803,43.4839992,10.17,3.216,313.45733642578125,41.5,1.42378235,9.12057495,3.04307556,0.01794979,21.56862831,-0.02537501,19.6078434,9.8039217,-,9,33.44162369,-,-,10.98039246,14.50980377,1526.75,-17.25,0.23956513,0.00399275,44.81666183,-,0,0,3.21600008,43.48399734,-80.54058075,2.08799744,-,3.91601896,33.97288132,18.10531044,2.98000002,36.61199951,36,22.35294151,-7,-,158.87399292,34.8730011,-10.1526413,38
Fri Feb 09 15:34:18 EST 2018,09-Feb-2018 15:34:18.278,-80.54048894,43.4840616,9.78,3.216,313.3616943359375,47.6,1.13287354,9.55752563,2.74320984,0.02011511,21.56862831,-0.00639267,19.6078434,9.8039217,-,9,33.45226288,-,-,11.76470566,14.50980377,1444.25,-12.5,0.22991821,0.00383197,44.81666183,-,0,0,3.21600008,43.48406219,-80.5404892,1.20799637,-,4.20609426,33.4848938,17.8176651,2.8599999,35.20799637,34,21.96078491,-7.5,-,159.87800598,34.8730011,-9.86256599,37
Fri Feb 09 15:34:19 EST 2018,09-Feb-2018 15:34:19.279,-80.54039946,43.48411238,9.42,3.216,313.17950439453125,52.9,1.0113678,9.37376404,3.19390869,0.03011295,21.17647171,-0.00425899,19.6078434,9.8039217,-,9,33.45500183,-,-,11.76470566,14.50980377,1407,-10.25,0.22187911,0.00369799,45.25177383,-,0,0,3.21600008,43.48411179,-80.54039764,1.20799637,-,4.06105661,33.70673752,17.54323006,2.75999999,33.91199875,34,21.56862831,-7.5,-,160.91999817,34.8730011,-10.0076046,37
Fri Feb 09 15:34:20 EST 2018,09-Feb-2018 15:34:20.279,-80.54030216,43.48416114,9.0,3.216,313.017578125,57.7,0.76597595,10.06329346,3.78945923,0.02729962,21.17647171,0.06752957,19.6078434,9.8039217,-,9,33.44059372,-,-,12.54901981,14.90196037,1308.25,-9.75,0.20982046,0.00349701,45.25177383,-,0,0,3.21600008,43.48416138,-80.54029846,1.39999771,-,4.35113192,34.59555817,17.27049065,2.6099999,32.39999771,31,21.17647171,-8,-,161.8809967,34.8730011,-9.7175293,36
Fri Feb 09 15:34:21 EST 2018,09-Feb-2018 15:34:21.278,-80.5402152,43.48419798,8.01,3.216,312.9283447265625,61.2,2.23002625,8.27601624,3.39323425,0.00541114,20,0.00985874,19.6078434,9.8039217,-,9,33.41872025,-,-,12.94117641,14.90196037,1203,-14.75,0.19936964,0.00332283,42.64109421,-,50,50,3.21600008,43.48419952,-80.54021454,3.39999771,-,4.06105661,34.20242691,17.01125145,2.48000002,28.83600044,29,20.7843132,-5,-,162.89500427,34.8730011,-10.0076046,36
Fri Feb 09 15:34:22 EST 2018,09-Feb-2018 15:34:22.279,-80.54013134,43.48422784,7.23,3.216,312.3638916015625,63.7,0.84736633,8.99249268,3.58236694,0.01953042,19.2156868,0.01385755,19.6078434,9.8039217,-,9,33.34634018,-,-,12.94117641,14.50980377,1093.75,-53.75,0.17042887,0.00284048,43.07621002,-,46.875,50,3.21600008,43.48422623,-80.54013062,1.02799988,-,4.06105661,34.84775543,16.75560188,2.11999989,26.02799988,25,20,6,-,163.89599609,34.8730011,-10.0076046,36
