GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Air Fuel Ratio(Measured)(:1),Ambient air temp(°C),Average trip speed(whilst moving only)(km/h),Drivers demand engine % torque(%),Engine kW (At the wheels)(kW),Engine Load(%),Engine Load(Absolute)(%),Engine RPM(rpm),Evap System Vapour Pressure(Pa),Fuel flow rate/hour(gal/hr),Fuel flow rate/minute(gal/min),Fuel pressure(psi),Fuel Rate (direct from ECU)(L/m),Fuel trim bank 1 sensor 1(%),Fuel Trim Bank 1 Short Term(%),GPS Accuracy(m),GPS Latitude(°),GPS Longitude(°),GPS vs OBD Speed difference(km/h),Horsepower (At the wheels)(hp),Intake Manifold Pressure(psi),Kilometers Per Litre(Instant)(kpl),Litres Per 100 Kilometer(Long Term Average)(l/100km),Mass Air Flow Rate(g/s),Speed (GPS)(km/h),Speed (OBD)(km/h),Throttle Position(Manifold)(%),Timing Advance(°),Torque(Nm),Trip time(whilst moving)(s),Trip time(whilst stationary)(s),Turbo Boost & Vacuum Gauge(psi),Volumetric Efficiency (Calculated)(%)
Fri Feb 09 15:32:48 EST 2018,09-Feb-2018 15:32:48.282,-80.53982146,43.47688001,0.0,3.216,307.3770751953125,0.0,0.57144165,9.19358826,2.73661804,0.01050402,21.17647171,-0.01469039,19.6078434,9.8039217,-,9,24.10185242,-,-,23.13725471,27.45098114,703.25,4.5,0.20740874,0.00345681,43.07621002,-,0,0,3.21600008,43.47687912,-80.53981781,0,-,6.81677389,0,23.69297981,2.57999992,0,0,21.56862831,1,-,89.59200287,15.18900013,-7.25188684,44
Fri Feb 09 15:32:49 EST 2018,09-Feb-2018 15:32:49.282,-80.53982376,43.4768805,0.0,3.216,307.1007080078125,0.0,0.60076904,9.13374329,2.79048157,0.00935308,21.17647171,-0.02609344,19.6078434,9.8039217,-,9,24.10185242,-,-,23.52941132,27.45098114,699,4.5,0.20982045,0.00349701,43.07621002,-,0,0,3.21600008,43.47687912,-80.53982544,0,-,6.67173576,0,23.69762421,2.6099999,0,0,21.56862831,0.5,-,89.59200287,16.16799927,-7.39692497,44
Fri Feb 09 15:32:50 EST 2018,09-Feb-2018 15:32:50.282,-80.53982343,43.47687943,0.0,3.216,307.253662109375,0.0,0.54330444,9.23010254,2.74679565,0.01046456,21.17647171,-0.02028397,19.6078434,9.8039217,-,9,24.10185242,-,-,23.13725471,27.84313774,702.25,4.5,0.20740874,0.00345681,42.64109421,-,0,0,3.21600008,43.47687912,-80.53982544,0,-,6.81677389,0,23.70224953,2.57999992,0,0,21.56862831,5,-,89.59200287,17.13899994,-7.25188684,44
Fri Feb 09 15:32:51 EST 2018,09-Feb-2018 15:32:51.282,-80.53982198,43.47687942,0.0,3.216,307.37200927734375,0.0,0.78991699,9.2301178,2.85871887,0.01027726,21.17647171,-0.01264188,19.6078434,9.8039217,-,9,24.10185242,-,-,25.09803963,28.23529434,684.25,4.75,0.20740874,0.00345681,43.51132202,-,0,0,3.21600008,43.47687912,-80.53982544,0,-,7.10684919,0,23.70224953,2.57999992,0,0,21.96078491,5.5,-,89.59200287,18.17399979,-6.96181154,44
Fri Feb 09 15:32:52 EST 2018,09-Feb-2018 15:32:52.281,-80.53982163,43.47687947,0.0,3.216,307.375732421875,0.0,0.6522522,9.21334839,2.78929138,0.01010168,21.17647171,-0.01029688,19.6078434,9.8039217,-,9,24.10185242,-,-,24.31372643,28.62745094,683.75,4.75,0.21625175,0.0036042,43.51132202,-,0,0,3.21600008,43.47687912,-80.53982544,0,-,6.81677389,0,23.71144867,2.69000006,0,0,21.96078491,6,-,89.59200287,19.20000076,-7.25188684,45
Fri Feb 09 15:32:53 EST 2018,09-Feb-2018 15:32:53.282,-80.53982127,43.47687942,0.0,3.216,307.37774658203125,0.0,0.79051208,9.22950745,2.87069702,0.01004608,21.56862831,-0.01611049,19.6078434,9.8039217,-,9,24.10185242,-,-,24.31372643,28.62745094,694,4.75,0.21625175,0.0036042,42.64109421,-,0,0,3.21600008,43.47687912,-80.53981781,0,-,7.25188684,0,23.71602058,2.69000006,0,0,21.96078491,4,-,89.59200287,20.20400047,-6.81677389,44
Fri Feb 09 15:32:54 EST 2018,09-Feb-2018 15:32:54.282,-80.5398209,43.47687935,0.0,3.216,307.3614501953125,0.0,0.56544495,9.14930725,2.78630066,0.00956101,21.56862831,-0.01484996,19.6078434,9.8039217,-,9,24.10185242,-,-,24.70588303,28.62745094,696.75,4.75,0.22429083,0.00373818,43.07621002,-,0,0,3.21600008,43.47687912,-80.53981781,0,-,7.10684919,0,23.72057533,2.78999996,0,0,22.35294151,7.5,-,89.59200287,21.20299911,-6.96181154,45
Fri Feb 09 15:32:55 EST 2018,09-Feb-2018 15:32:55.279,-80.53982068,43.47687931,0.0,3.216,307.37005615234375,0.0,0.70851135,9.10021973,2.89044189,0.008929,21.56862831,-0.01578153,19.6078434,9.8039217,-,9,24.10185242,-,-,24.70588303,30.19607925,696.75,4.75,0.22187911,0.00369799,43.51132202,-,0,0,3.21600008,43.47687912,-80.53981781,0,-,7.10684919,0,23.72511292,2.75999999,0,0,21.96078491,2.5,-,89.59200287,22.20299911,-6.96181154,45
Fri Feb 09 15:32:56 EST 2018,09-Feb-2018 15:32:56.282,-80.53982056,43.47687926,0.0,3.216,307.3719482421875,0.0,0.7432251,9.23190308,2.81921387,0.01000148,21.96078491,-0.01221002,19.6078434,9.8039217,-,9,24.10185242,-,-,25.09803963,29.41176414,688,4.5,0.21705565,0.00361759,42.64109421,-,0,0,3.21600008,43.47687912,-80.53981781,0,-,7.25188684,0,23.72963142,2.70000005,0,0,21.96078491,2.5,-,89.59200287,23.19499969,-6.81677389,44
Fri Feb 09 15:32:57 EST 2018,09-Feb-2018 15:32:57.283,-80.53982043,43.4768792,0.0,3.216,307.3778076171875,0.0,0.75280762,9.30732727,2.77671814,0.00926931,21.56862831,-0.02473897,19.6078434,9.8039217,-,9,24.10185242,-,-,25.09803963,30.19607925,700.25,4.5,0.22429083,0.00373818,43.94643402,-,0,0,3.21600008,43.47687912,-80.53981781,0,-,7.25188684,0,23.73413467,2.78999996,0,0,22.35294151,4.5,-,89.59200287,24.16799927,-6.81677389,44
Fri Feb 09 15:32:58 EST 2018,09-Feb-2018 15:32:58.282,-80.53982036,43.47687918,0.0,3.216,307.385009765625,0.0,0.75160217,9.33843994,2.69352722,0.01012741,21.96078491,-0.01857021,19.6078434,9.8039217,-,9,24.10185242,-,-,25.09803963,29.80392075,701,4.25,0.22429083,0.00373818,43.94643402,-,0,0,3.21600008,43.47687912,-80.53981781,0,-,7.25188684,0,23.73862076,2.78999996,0,0,22.35294151,5.5,-,89.59200287,25.17300034,-6.81677389,44
Fri Feb 09 15:32:59 EST 2018,09-Feb-2018 15:32:59.282,-80.53982028,43.47687912,0.0,3.216,307.3896484375,0.0,0.78930664,9.14271545,2.89582825,0.01041713,21.56862831,-0.00460882,19.6078434,9.8039217,-,9,24.10185242,-,-,25.49019623,29.01960754,687.75,4.5,0.22187911,0.00369799,43.94643402,-,0,0,3.21600008,43.47687912,-80.53981781,0,-,7.10684919,0,23.74308968,2.75999999,0,0,21.96078491,4,-,89.59200287,26.17300034,-6.96181154,44
Fri Feb 09 15:33:00 EST 2018,09-Feb-2018 15:33:00.283,-80.53982024,43.47687909,0.0,3.216,307.39044189453125,0.0,0.88627625,9.18521118,2.92036438,0.01000603,21.56862831,-0.02265893,19.6078434,9.8039217,-,9,24.10185242,-,-,25.09803963,29.41176414,693.75,4.5,0.23232993,0.00387217,43.51132202,-,0,0,3.21600008,43.47687912,-80.53981781,0,-,7.25188684,0,23.74754143,2.8900001,0,0,22.35294151,5,-,89.59200287,27.16699982,-6.81677389,45
Fri Feb 09 15:33:01 EST 2018,09-Feb-2018 15:33:01.282,-80.53982016,43.47687908,0.0,3.216,307.3861083984375,0.0,0.8120575,9.25404358,2.86351013,0.00915733,21.56862831,-0.00998166,19.6078434,9.8039217,-,9,24.10185242,-,-,24.31372643,29.80392075,697.5,4.5,0.22187911,0.00369799,43.51132202,-,0,0,3.21600008,43.47687912,-80.53981781,0,-,7.25188684,0,23.75197601,2.75999999,0,0,21.96078491,3.5,-,89.59200287,28.17200089,-6.81677389,45
Fri Feb 09 15:33:02 EST 2018,09-Feb-2018 15:33:02.282,-80.5398201,43.47687902,0.0,3.216,307.38916015625,0.0,0.81564331,9.26422119,2.82699585,0.01093636,21.56862831,-0.01627385,19.6078434,9.8039217,-,9,24.10185242,-,-,24.70588303,29.41176414,692,4.5,0.22670256,0.00377838,43.94643402,-,0,0,3.21600008,43.47687912,-80.53981781,0,-,7.10684919,0,23.75639534,2.81999993,0,0,21.96078491,2,-,89.59200287,29.16699982,-6.96181154,45
Fri Feb 09 15:33:03 EST 2018,09-Feb-2018 15:33:03.281,-80.53982003,43.47687898,0.0,3.216,307.3980712890625,0.0,0.75639343,9.28756714,2.79408264,0.01040716,21.56862831,-0.01606335,19.6078434,9.8039217,-,9,24.10185242,-,-,24.70588303,29.41176414,699.5,4.5,0.2122322,0.0035372,43.07621002,-,0,0,3.21600008,43.47687912,-80.53981781,0,-,7.10684919,0,23.76079941,2.6400001,0,0,22.35294151,5,-,89.59200287,30.16699982,-6.96181154,44
Fri Feb 09 15:33:04 EST 2018,09-Feb-2018 15:33:04.283,-80.53981996,43.47687894,0.0,3.216,307.3985595703125,0.0,0.79170227,9.21334839,2.88206482,0.00931772,21.17647171,-0.00897693,19.6078434,9.8039217,-,9,24.10185242,-,-,23.92156982,27.84313774,711.75,4.5,0.21464394,0.0035774,43.07621002,-,0,22.65625,3.21600008,43.47687912,-80.53981781,0,-,6.67173576,0,23.7651844,2.67000008,0,0,21.56862831,1,-,89.59200287,31.17900085,-7.39692497,44
Fri Feb 09 15:33:05 EST 2018,09-Feb-2018 15:33:05.279,-80.5398199,43.47687889,0.0,3.216,307.403564453125,0.0,0.67678833,9.16426086,2.83717346,0.00926352,21.17647171,-0.00094337,19.6078434,9.8039217,-,9,24.10185242,-,-,23.92156982,26.27450943,711.75,-22.25,0.20178136,0.00336302,43.94643402,-,22.65625,22.65625,3.21600008,43.47687912,-80.53981781,0,-,6.81677389,0,23.76955414,2.50999999,0,0,21.56862831,1,-,89.59200287,32.17699814,-7.25188684,43
Fri Feb 09 15:33:06 EST 2018,09-Feb-2018 15:33:06.282,-80.53981981,43.47687882,0.0,3.216,307.405029296875,0.0,0.79708862,9.19598389,2.80186462,0.00939826,21.17647171,-0.00598251,19.6078434,9.8039217,-,9,24.10185242,-,-,21.56862831,26.27450943,732.25,-93.75,0.20178136,0.00336302,43.94643402,-,18.75,18.75,3.21600008,43.47687912,-80.53981781,0,-,6.81677389,0,23.76955414,2.50999999,0,0,20.7843132,2,-,89.59200287,33.20399857,-7.25188684,43
Fri Feb 09 15:33:07 EST 2018,09-Feb-2018 15:33:07.282,-80.53981976,43.4768788,0.0,3.216,307.4039306640625,0.0,0.55767822,9.23249817,2.62049866,0.0096799,20.7843132,-0.0051031,19.6078434,9.8039217,-,9,24.10185242,-,-,21.56862831,25.49019623,711,-100,0.19856572,0.00330943,43.94643402,-,16.40625,17.1875,3.21600008,43.47687912,-80.53981781,0,-,6.81677389,0,23.77390862,2.47000003,0,0,21.17647171,1.5,-,89.59200287,34.18899918,-7.25188684,42
Fri Feb 09 15:33:08 EST 2018,09-Feb-2018 15:33:08.282,-80.53981975,43.47687878,0.0,3.216,307.400634765625,0.0,0.81983948,9.41267395,1.96089172,0.01186404,20.3921566,-0.02671796,19.6078434,9.8039217,-,9,23.88990784,-,0.08085811,47.05882263,25.09803963,734,-105.25,0.19213445,0.00320224,43.51132202,-,13.28125,14.84375,3.21600008,43.47687912,-80.53981781,1,0.10843252,6.81677389,0,23.77824783,2.3900001,0,1,34.50980377,9,1.05193663,89.9240036,34.8730011,-7.25188684,41
Fri Feb 09 15:33:09 EST 2018,09-Feb-2018 15:33:09.282,-80.53982444,43.47688498,1.11,3.216,307.226806640625,332.6,-1.39122009,10.86894226,-0.08854675,0.02412383,43.13725662,0.0105097,32.54901886,16.47058868,-,9,23.71818161,-,0.08085811,43.13725662,58.03921509,1520.25,-168,0.9253003,0.01542167,48.29756546,-,-3.125,-3.125,3.21600008,43.47688675,-80.53982544,5,0.10843252,12.90835857,0.2377232,23.86418343,11.51000023,3.99600005,5,43.13725662,22.5,1.05193663,90.92199707,34.8730011,-1.16030216,58
Fri Feb 09 15:33:10 EST 2018,09-Feb-2018 15:33:10.283,-80.53983773,43.4769019,2.2,3.216,306.95654296875,331.9,-0.71784973,10.61694336,-0.62902832,0.05007298,43.52941132,0.04898485,34.11764908,17.64705849,-,9,23.4732151,-,5.7289257,53.33333588,67.45098114,1945.75,-228.5,1.49125266,0.02485421,49.60290527,-,-3.125,2.34375,3.21600008,43.47690201,-80.5398407,3.07999992,7.68261576,14.21369839,1.3275336,23.92633629,18.54999924,7.92000008,11,61.17647171,15,31.87068558,91.9240036,34.8730011,0.14503765,58
Fri Feb 09 15:33:11 EST 2018,09-Feb-2018 15:33:11.283,-80.53985125,43.47691988,2.2,3.216,306.8358154296875,332.3,-1.67373657,9.40248108,1.13728333,0.01366944,63.13725662,0.02505145,45.09804153,22.74509811,-,9,23.44247818,-,15.51462078,80,103.92156982,2824,-142,3.31291246,0.05521521,48.73268127,-,4.6875,2.34375,3.21600008,43.47692108,-80.53984833,12.07999992,20.80544853,16.67934036,0.73036003,24.00136375,41.20999908,7.92000008,20,61.17647171,15,52.46123505,92.88200378,34.8730011,2.61067963,69
Fri Feb 09 15:33:12 EST 2018,09-Feb-2018 15:33:12.283,-80.53990638,43.47698947,6.59,3.216,306.16363525390625,332.5,-0.32040405,9.91424561,0.63270569,0.06287131,45.88235474,-0.00348926,36.86274719,18.4313736,-,9,23.44247818,-,15.51462078,80,103.92156982,2824,-142,3.31291246,0.05521521,48.73268127,-,3.90625,0,3.21600008,43.47698975,-80.53990936,12.07999992,20.80544853,16.67934036,0.73036003,24.00136375,41.20999908,23.72399902,20,47.45098114,20,52.46123505,93.88600159,34.8730011,2.61067963,69
Fri Feb 09 15:33:13 EST 2018,09-Feb-2018 15:33:13.284,-80.53994956,43.4770557,8.19,3.216,305.912353515625,332.5,0.96469116,8.28320312,3.02990723,-0.04199546,56.07843399,-0.15294082,42.74509811,21.56862831,-,9,23.4912281,-,19.76669121,56.86274719,124.70587921,2900.75,-2.75,2.59019756,0.04316996,49.16779327,-,-7.03125,-3.125,3.21600008,43.4770546,-80.53994751,5.27600098,26.50756836,15.37400055,1.69844449,24.05513191,32.22000122,29.48399734,29,54.50980377,-2,65.07073212,94.81900024,34.8730011,1.30533981,66
Fri Feb 09 15:33:14 EST 2018,09-Feb-2018 15:33:14.282,-80.54000814,43.47712804,9.47,3.216,305.46221923828125,332.4,0.43496704,9.47970581,1.8561554,0.01956051,83.52941132,-0.02597655,41.5686264,20,-,9,23.60869598,-,32.07020187,73.33333588,94.11764526,2602.25,1.75,2.34018159,0.03900303,58.74028397,-,-2.34375,-7.03125,3.21600008,43.47712708,-80.54000854,7.51600266,43.0068512,16.24422646,3.47781444,24.10718155,29.11000061,34.09199905,37,83.92156982,12.5,111.6853714,95.88600159,34.8730011,2.17556572,62
Fri Feb 09 15:33:15 EST 2018,09-Feb-2018 15:33:15.283,-80.54006738,43.47721939,11.02,3.216,305.1053466796875,332.6,-0.36769104,9.69398499,1.14508057,0.01965729,49.41176605,0.03794784,38.82352829,20,-,9,23.74137878,-,32.07020187,56.07843399,94.11764526,2602.25,1.75,2.34018159,0.03900303,58.74028397,-,-3.90625,0,3.21600008,43.47721863,-80.54006958,4.90800095,43.0068512,16.24422646,3.47781444,24.10718155,29.11000061,39.67200089,39,50.19607925,15,111.6853714,96.82299805,34.8730011,2.17556572,62
Fri Feb 09 15:33:16 EST 2018,09-Feb-2018 15:33:16.282,-80.54013852,43.47731875,12.12,3.216,305.1676025390625,333.4,-0.06721497,8.7542572,2.14645386,0.00963476,49.41176605,-0.00782883,38.82352829,19.2156868,-,9,23.92307663,-,17.29713631,65.09803772,92.15686035,2364.75,3.5,2.50819874,0.04180331,48.29756546,-,-3.90625,-4.6875,3.21600008,43.47731781,-80.54013824,1.36800003,23.19584084,16.67934036,3.42024255,24.12303352,31.20000076,43.63199997,45,51.76470566,12,69.84751892,97.86799622,34.8730011,2.61067963,61
Fri Feb 09 15:33:17 EST 2018,09-Feb-2018 15:33:17.282,-80.54020542,43.47742704,12.95,3.216,304.86651611328125,334.1,1.41958618,10.77555847,4.39639282,0.09859864,46.27450943,0.06765561,34.90196228,17.25490189,-,9,24.12711906,-,17.29713631,72.94117737,104.70587921,2044,4.25,2.31686831,0.03861447,49.16779327,-,-5.46875,-5.46875,3.21600008,43.47742844,-80.54020691,4.36800003,23.19584084,17.69460487,4.27233648,24.1202755,28.81999969,46.61999893,48,53.72549057,10.5,69.84751892,98.80599976,34.8730011,3.62594414,59
Fri Feb 09 15:33:18 EST 2018,09-Feb-2018 15:33:18.283,-80.54027623,43.4775396,13.67,3.216,304.80377197265625,334.5,0.6348877,8.86380005,2.63786316,0.04033443,48.62745285,0.0331625,33.33333206,16.07843208,-,9,24.33613396,-,13.23635769,56.47058868,72.54901886,2078.75,3,0.91082984,0.0151805,48.73268127,-,-0.78125,-4.6875,3.21600008,43.47753906,-80.54027557,2.38000107,17.75024796,13.92362309,11.83349609,24.0807724,11.32999992,49.21199799,49,47.84313965,-7,60.80345917,99.91000366,34.8730011,-0.14503765,51
Fri Feb 09 15:33:19 EST 2018,09-Feb-2018 15:33:19.278,-80.54034787,43.47765486,14.01,3.216,304.6611328125,334.7,0.65463257,9.57487488,2.72463989,-0.04358485,36.86274719,-0.06093655,29.01960754,14.50980377,-,9,24.7603302,-,3.95374227,36.07843018,45.09803772,1482.5,-23,0.73477358,0.01224623,48.73268127,-,-0.78125,-4.6875,3.21600008,43.4776535,-80.54034424,0.43600082,5.30205584,12.76332092,14.96823883,23.85069656,9.14000034,50.43600082,50,37.25490189,19,25.46687508,100.83200073,34.8730011,-1.30533981,48
Fri Feb 09 15:33:20 EST 2018,09-Feb-2018 15:33:20.282,-80.54042177,43.47776231,14.06,3.216,304.8895263671875,334.6,-0.43174744,9.53536987,1.6502533,0.08210535,30.98039246,0.08220303,29.01960754,14.50980377,-,9,24.96721268,-,3.95374227,19.6078434,46.66666794,1543.5,-166.75,0.59489328,0.00991489,48.29756546,-,0.78125,0.78125,3.21600008,43.47776413,-80.54042053,0.61600113,5.30205584,11.89309406,18.48779869,23.5543499,7.4000001,50.61600113,50,30.98039246,32,25.46687508,101.89099884,34.8730011,-2.17556667,44
Fri Feb 09 15:33:21 EST 2018,09-Feb-2018 15:33:21.282,-80.54049674,43.47787993,14.06,3.216,304.9971923828125,334.8,0.44155884,8.99607849,3.02392578,-0.01768646,30.58823586,-0.0643765,25.49019623,12.94117641,-,9,25.1707325,-,3.95374227,20.7843132,29.41176414,1581,-311.25,0.49279672,0.00821328,44.38154602,-,4.6875,4.6875,3.21600008,43.47787857,-80.54049683,0.61600113,5.30205584,9.28241539,22.31805992,23.5543499,6.13000011,50.61600113,50,30.98039246,36.5,25.46687508,102.9240036,34.8730011,-4.78624535,42
Fri Feb 09 15:33:22 EST 2018,09-Feb-2018 15:33:22.277,-80.54056843,43.47799118,13.74,3.216,304.9832763671875,335.1,0.57922363,9.84960938,2.42536926,0.06049883,32.54901886,-0.02907496,27.05882454,13.72549057,-,9,25.55999947,-,-,42.35294342,38.82352829,1634.25,-307,0.84651709,0.01410862,42.64109421,-,1.5625,3.90625,3.21600008,43.47799301,-80.54056549,0.46399689,-,10.44271755,12.99237537,23.18032455,10.52999973,49.46399689,49,31.76470566,26.5,-,103.8789978,34.8730011,-3.62594318,43
Fri Feb 09 15:33:23 EST 2018,09-Feb-2018 15:33:23.277,-80.54063943,43.47810261,13.85,3.216,305.104248046875,334.8,1.14605713,8.99188232,2.92216492,0.02304013,42.74509811,-0.03745124,30.19607925,14.90196133,-,9,25.74603081,-,-,46.66666794,56.86274338,1548.25,-305.25,0.98318166,0.01638636,49.60290527,-,-3.125,-1.5625,3.21600008,43.47810364,-80.54064178,0.46399689,-,13.19843388,10.96267509,23.05019379,12.22999954,49.86000061,49,41.5686264,21.5,-,104.67900085,34.8730011,-0.87022686,44
Fri Feb 09 15:33:24 EST 2018,09-Feb-2018 15:33:24.282,-80.54071536,43.47821956,13.87,3.216,304.769287109375,334.6,1.23223877,9.00804138,3.43093872,0.0016112,34.50980377,-0.04697008,27.45098114,13.72549057,-,9,25.92913437,-,-,30.98039246,41.17647171,1451.75,-338.5,0.64875519,0.01081259,48.73268127,-,3.125,1.5625,3.21600008,43.47821808,-80.54071808,0.86000061,-,10.73279285,16.61381912,22.77749062,8.06999969,49.93199921,49,34.90196228,28,-,105.91400146,34.8730011,-3.33586788,41
Fri Feb 09 15:33:25 EST 2018,09-Feb-2018 15:33:25.278,-80.5407882,43.47833431,13.83,3.216,304.74554443359375,335.1,0.69953918,9.43121338,3.14422607,0.00037999,34.90196228,-0.02225671,27.45098114,13.72549057,-,9,26.28682137,-,-,35.68627548,40,1458.75,-362,0.64473569,0.01074559,49.16779327,-,-0.78125,3.125,3.21600008,43.47833252,-80.54078674,0.7879982,-,11.02286816,16.71739388,22.54727364,8.02000046,49.7879982,49,35.29411697,28,-,106.91500092,34.8730011,-3.04579258,41
Fri Feb 09 15:33:26 EST 2018,09-Feb-2018 15:33:26.279,-80.54086161,43.4784435,13.84,3.216,305.050537109375,335.0,0.64746094,10.33442688,1.9471283,0.08676633,38.82352829,0.09203564,29.01960754,14.50980377,-,9,26.46153831,-,-,34.90196228,43.52941132,1496.75,-387.25,0.71708763,0.01195146,49.60290527,-,3.125,2.34375,3.21600008,43.47844315,-80.54086304,0.7879982,-,11.31294346,15.03066254,22.35377693,8.92000008,49.8239975,49,38.82352829,27,-,107.88999939,34.8730011,-2.75571728,41
Fri Feb 09 15:33:27 EST 2018,09-Feb-2018 15:33:27.282,-80.54093457,43.47855653,13.79,3.216,304.9989013671875,335.2,0.76118469,8.92425537,3.23699951,0.01807621,38.4313736,-0.03267023,28.62745094,14.50980377,-,9,26.63358688,-,-,36.86274719,47.45098114,1535.5,-387.25,0.78140038,0.01302334,48.29756546,-,2.34375,-0.78125,3.21600008,43.47855759,-80.5409317,0.8239975,-,11.89309406,13.79357052,22.35377693,9.72000027,49.64399719,49,38.82352829,26,-,108.69100189,34.8730011,-2.17556667,42
Fri Feb 09 15:33:28 EST 2018,09-Feb-2018 15:33:28.281,-80.541004,43.47866732,13.81,3.216,305.02117919921875,334.8,0.30448914,10.39009094,0.54891968,0.03835585,37.64706039,0.06329732,28.62745094,14.11764717,-,9,26.80303001,-,-,36.07843018,45.88235474,1497.25,-413.75,0.72191101,0.01203185,50.03802109,-,-0.78125,0,3.21600008,43.47866821,-80.54100037,0.64399719,-,11.74805641,14.93023586,21.99541283,8.97999954,49.7159996,49,38.03921509,26.5,-,109.92700195,34.8730011,-2.32060432,41
Fri Feb 09 15:33:29 EST 2018,09-Feb-2018 15:33:29.278,-80.54107707,43.47878702,13.79,3.216,304.90325927734375,335.0,0.79708862,9.66285706,2.57081604,-0.00945142,32.54901886,-0.03911052,27.45098114,13.72549057,-,9,27.13432884,-,-,26.66666794,38.82352829,1446,-408.75,0.56836426,0.00947274,49.60290527,-,5.46875,4.6875,3.21600008,43.47878647,-80.54107666,0.64399719,-,10.5877552,18.96372032,21.99541283,7.07000017,49.64399719,49,32.94117737,24.5,-,110.88899994,34.8730011,-3.48090553,40
Fri Feb 09 15:33:30 EST 2018,09-Feb-2018 15:33:30.278,-80.54114554,43.47889602,13.75,3.216,305.2989501953125,335.1,0.81025696,10.71450806,1.45332336,0.07300846,32.54901886,0.02540804,27.45098114,13.72549057,-,9,27.29629707,-,-,28.62745094,34.50980377,1451.25,-378,0.54344308,0.00905738,50.03802109,-,0,0.78125,3.21600008,43.47889709,-80.54114532,0.64399719,-,9.57249069,19.83335876,21.73348045,6.76000023,49.5,49,32.94117737,30.5,-,111.87999725,34.8730011,-4.49617004,39
Fri Feb 09 15:33:31 EST 2018,09-Feb-2018 15:33:31.278,-80.5412142,43.47900804,13.69,3.216,305.42877197265625,335.4,-0.04685974,9.30433655,2.80545044,0.017226,39.60784531,-0.01385554,29.41176605,14.50980377,-,9,27.6131382,-,-,39.60784531,47.05882263,1517,-359,0.84330136,0.01405502,49.60290527,-,3.125,3.125,3.21600008,43.47900772,-80.54121399,0.28399658,-,11.60301876,12.78107834,21.47854805,10.48999977,49.28399658,49,40,25.5,-,112.89199829,34.8730011,-2.46564198,41
Fri Feb 09 15:33:32 EST 2018,09-Feb-2018 15:33:32.278,-80.54128483,43.47911977,13.69,3.216,305.56744384765625,334.7,-0.2180481,8.98770142,2.86172485,0.03900397,83.13725281,-0.02209131,36.86274719,18.4313736,-,9,27.768116,-,-,60,103.52941132,1482.25,-306.75,0.80069423,0.0133449,49.60290527,-,-2.34375,-0.78125,3.21600008,43.47911835,-80.54128265,0.28399658,-,15.5190382,13.46119595,21.33494949,9.96000004,49.28399658,49,54.90196228,15.5,-,113.92199707,34.8730011,1.45037746,42
Fri Feb 09 15:33:33 EST 2018,09-Feb-2018 15:33:33.277,-80.54135796,43.47923581,14.12,3.216,305.7261962890625,334.8,-0.04147339,9.99505615,1.76756287,0.01236315,53.72549057,-0.00324545,33.33333206,16.47058868,-,9,28.08571434,-,4.15114355,52.54901886,72.94117737,1480,-138.75,0.98880905,0.01648015,50.90824509,-,5.46875,3.125,3.21600008,43.4792366,-80.54135895,0.83199692,5.56677532,14.21369839,11.12273979,21.31793594,12.30000019,50.83199692,50,54.11764908,15.5,26.78354645,114.75900269,34.8730011,0.14503765,49
Fri Feb 09 15:33:34 EST 2018,09-Feb-2018 15:33:34.279,-80.54143457,43.47935019,14.21,3.216,305.8126220703125,334.3,-0.28569031,10.03216553,2.01356506,-0.02378132,37.25490189,0.01672647,29.41176605,14.50980377,-,9,28.24822617,-,4.15114355,37.25490189,43.92156982,1490,-59.75,0.73236179,0.01220603,48.73268127,-,0,0.78125,3.21600008,43.47935104,-80.54143524,0.16800308,5.56677532,12.18317032,15.01753139,21.15338135,9.10999966,51.15599823,51,37.25490189,25,26.78354645,115.91999817,34.8730011,-1.88549042,47
Fri Feb 09 15:33:35 EST 2018,09-Feb-2018 15:33:35.279,-80.54150901,43.47946663,14.14,3.216,306.003173828125,334.5,-0.04626465,10.31767273,1.97825623,0.00017176,38.4313736,-0.07278313,29.41176605,14.50980377,-,9,28.55244827,-,4.15114355,35.68627548,46.27450943,1580.75,-280,0.79747856,0.01329131,50.47313309,-,3.90625,3.125,3.21600008,43.47946548,-80.54151154,0.90399933,5.56677532,12.03813267,13.79130077,20.9906559,9.92000008,50.90399933,50,38.4313736,26,26.78354645,116.90499878,34.8730011,-2.03052807,44
Fri Feb 09 15:33:36 EST 2018,09-Feb-2018 15:33:36.278,-80.54158112,43.4795789,14.01,3.216,306.1845703125,334.5,0.84017944,9.64311218,2.87667847,0.05414903,46.27450943,-0.02812325,29.41176605,14.50980377,-,9,28.70138931,-,4.15114355,35.29411697,45.49019623,1589,-355.5,0.78140038,0.01302334,48.29756546,-,-5.46875,-4.6875,3.21600008,43.47957993,-80.5415802,0.90399933,5.56677532,12.03813267,14.07507229,20.84768295,9.72000027,50.43600082,50,38.82352829,26.5,26.78354645,117.89299774,34.8730011,-2.03052807,43
